ability	capacités	Found close match: ['capacité']	['adresse', 'habileté', 'capacité', 'faculté', 'intelligence', 'aptitude', 'habilité', 'pouvoir']
laugh	rire	Match	['gag', 'tour', 'plaisanterie', 'plaisanter', 'fou_rire', 'blagues', 'laugh', 'badinage', 'se_bidonner', 'histoire_drôle', 'rire_nerveux', 'hilarant', 'facétieux', 'cornes', 'farce', 'rigole', 'rigolo', 'riez', 'rire_jaune', 'badiner', 'blague', 'rire', 'marrant', 'calembredaine', 'intastella']
law	législation	Match	['m72_law', 'services_juridiques', 'règle', 'droit_canonique', 'légale', 'code_des_canons', 'statut_canonique', 'droits', 'forces_de_police', 'études_juridiques', 'aéroport_régional_de_lawtonfort_sill', 'exercice_illégal_du_droit', 'gendarmerie', 'droit_législatif', 'légiférer', 'droit', 'droit_légal', 'légaux', 'lois_naturelles', 'loi_ecclésiastique', 'loi_de_léglise', 'règle_du_droit', 'théorie_juridique', 'loi', 'la_philosophie_du_droit', 'droit_canon', 'loi_de_la_nature', '罗', 'tilai', 'forces_de_sécurité', 'law', 'droits_naturels', 'droit_naturel', 'canoniste', 'étudiant_en_droit', 'jurisprudentiel', 'cougar', 'loi_humaine', 'lawton_municipal_airport', 'police_idéologique', 'force_de_police', '羅', 'revirement_de_jurisprudence', 'jurisprudentielle', 'loi_physique', 'canon', 'professeur_de_droit', 'législation', 'policier', 'lois_physiques', 'maréchaussée', 'jurisprudence', 'jurisprudence_en_france', 'philosophe_juridique', 'police', 'case_law', 'luo', 'forces_de_lordre', 'lois_de_la_physique', 'earthling', 'tilaï', 'droit_de_léglise', 'la_jurisprudence', 'juridiquement', 'science_du_droit', 'légal', 'la_loi_naturelle', 'loi_chrétienne', 'jus_naturalis', 'services_de_police', 'protection_policière', 'loi_morale_naturelle', 'droit_ecclésiastique', 'loi_naturelle', 'juridique', 'police_armée', 'jusnaturalisme', 'philosophie_du_droit', 'force_policière', 'peine_canonique', 'bataille_juridique', 'philosophe_du_droit', 'forces_de_l’ordre', 'pratique_du_droit', 'droit_chrétien', 'lois_de_la_société']
left	gauche	Match	['gauche', 'culture_gauchiste', 'gauche_républicaine_catalane', 'peuple_de_gauche', 'left', 'gauche_morale', 'gôche', 'gauche_internationale', 'aile_gauche', 'gauche_politique', 'gauche_sociale', 'pensée_de_gauche', 'opposition_de_gauche', 'de_gauche', 'collectiviste', 'direction_relative', 'gauche_religieuse', 'parti_libéral_du_danemark', 'gaucho', 'politique_de_gauche', 'sénestre', 'gauche_laïque', 'côté_jardin', 'lailier_gauche', 'idéologie_de_gauche', 'socialiste', 'gauche_catholique', 'gauche_économique', 'esquerra_republicana', 'résiduaire', 'venstre', 'gauchistes', 'restant', 'qui_reste', 'gauchiste', 'esquerra', 'gauche_républicaine_de_catalogne', 'opposition_de_gauche_internationale', 'esquerra_republicana_de_catalunya', 'gauchisme', 'tribord', 'main_gauche']
level	niveau	Match	['plat', 'point_dexpérience', 'classe', 'couche', 'eli_young_band', 'degré', 'abattre', 'niveau_dun_corps', 'échelle', 'niveaux_de_jeu', 'niveau', 'levelup', 'point', 'adema', 'montrer', 'surface_horizontale', 'niveau_à_bulle', 'degrés_léchelle', '°', 'expérience', 'niveau_de_jeu', 'développement_de_niveau', 'étage', 'rezdejardin', 'unstable', 'power_leveling', 'etage', 'plaine', 'ramener', 'raser', 'stratum', 'plan', 'niveau_a_bulle', 'égaliser', 'mark_chavez', 'grade_évolutif', 'rabot', 'niveau_dexpérience', 'points_dexpérience', 'nivelle', 'étages', 'level', 'levelling', 'plancher_de_numérotation', 'gisement', 'map', 'degre', 'quantité', 'levél', 'niveler', 'strate', 'démolir', 'experience', 'stade', 'pointer', 'grade', 'aplatir', 'rezdechaussée', 'niveau_de_jeu_vidéo']
liar	menteur	Match	['menteuse', 'so_far_so_good_so_what', 'louder_now', 'glory', 'lyres', 'white_rabbit', 'mary_jane', 'menteur', 'le_suspect_idéal', 'deceiver', 'qui_tergiverse', 'liar__la_nuit_du_mensonge', 'liar', 'hook_in_mouth', 'lyre', 'in_my_darkest_hour', 'liră', 'republic']
light	lumière	Match	['source_lumineuse', 'air_tv', 'licht', 'lumière_blanche', 'éclairage', 'lumineuse', 'inner_light', 'perche', 'enflammer', 'étincelle', 'briquets', 'insuffisant', 'donner', 'twinbee_portable', 'briquet', 'aboutir', 'yagami_raito', 'contexte', '17bit_software', 'raito_yagami', 'région_de_light', 'onde_lumineuse', 'vitre', 'désarçonner', 'rayonnement_visible', 'rallumer', 'lampadaire', 'niveau_de_luminosité', 'dans_la_lumière', 'court', 'faisceau_lumineux', 'réflexion_de_la_lumière', 'rebord', 'lampe_à_lueur', 'fenêtre', 'net', 'luminance', 'nature_de_la_lumière', 'fenêtres', 'luminosité', 'équipier', 'lumière_visible', 'petit', 'light', 'ondes_lumineuses', 'feu', 'jour', 'detana_twinbee_yahho_deluxe_pack', 'lumière', 'sableux', 'descendre', 'dans_le_christ', 'tnfsf14', 'team_17', 'luminaire', 'rebord_de_fenêtre', 'lumière_électrique', 'team17', 'source_de_lumière', 'automne', 'illuminer', 'se_percher', 'angle', 'ampoule_électrique', 'air', 'fenetre', 'luma', 'initiateur_pyrotechnique', 'légère', '17_bit_software', 'luminousness', 'faible', 'pâle', 'léquipier', 'léger', 'lumière_intérieure', 'facile', 'allumeur', 'compter', 'apache', 'éclairage_électrique', 'lumineux', 'allumer', 'luminance_lumineuse_relative', 'luminance_lumineuse', 'i_decided', 'tempérant', 'démonter', 'lumiere', 'lequipier', 'la_lumière_visible', 'popn_twinbee', 'twinbee', 'rayonnement_lumineux', 'yagami_light', 'éclairage_artificiel', 'légèrement', 'lampe_électrique', 'lestement', 'lampe', 'allégé', 'luminance_relative', 'lampes_à_incandescence', 'lampe_electrique', 'clair', 'light_yagami', 'luminance_visuelle']
magic	magie	Match	['magic_ii', 'alagaësia', 'transe', 'sorcier', 'leandro_marín', 'transfiguration', 'a_wrinkle_in_time', 'octarine', 'miracle', 'magic__the_gathering', 'carot', 'tour_de_magie', 'charmant', 'physique_amusante', 'lonely_road', 'enchanteur', 'octrarine', 'tours_de_magie', 'justin_randall_timberlake', 'ensorcellement', 'monaco_anime_game_show', 'épeler', 'animagus', 'heritage', 'magie_verte', 'univers_du_disquemonde', 'discword', 'défense_contre_les_forces_du_mal', 'cartes_magic', 'dame_kiri_te_kanawa', 'boule_de_feu', 'les_annales_du_disquemonde', 'magie_de_scène', 'apposition_des_mains', 'octiron', 'planeswalker', 'magic_lassemblée', 'un_raccourci_dans_le_temps', 'magic__lassemblee', 'take_me_home', 'magie_blanche', 'légende', 'justin_timberlake', 'métamorphose', 'miroir_sans_tain', 'magic_the_gathering', 'prestidigitateur', 'magic__lassemblée', 'lheritage', 'magic', 'kiri_te_kanawa', 'prestidigitation', 'conjuration', 'magic_revue_pop_moderne', 'pouvoirs_magiques', 'they_dont_know_about_us', 'sortilège', 'occlumancie', 'artefact', 'magick', 'driving_rain', 'charme', 'illusionnisme', 'magic_2', 'magicthe_gathering', 'héritage', 'illusionnistes', 'the_ys', 'magie', 'supercherie', 'disquemonde', 'major_atmospheric_gammaray_imaging_cherenkov_telescope', 'pluto', 'disque_monde', 'thaumaturgie', 'thaumaturgiques', 'fourchelang', 'glace_sans_tain', 'axel_rudi_pell', 'make_a_scene', 'magie_dans_harry_potter', 'matra_r550_magic_ii', 'enchantement', 'merveilleux', 'miraculeuse', 'charlene', 'te_kanawa', 'secret_time', 'illusionisme', 'monaco_anime_game_international_conferences', 'faultless_starchbon_ami_company', 'thaumaturge', 'timberlake', 'évoquant_tour', 'escamotage', 'magique', 'saint_thaumaturge', 'illusioniste', 'lhéritage', 'dame_kiri_te_kanawa_janette']
marriage	mariage	Match	['homme', 'nuptiales', 'homme_et_homme', 'mariage', 'vie_conjugale', 'mariage_catholique', 'mariée', 'relation_conjugale', 'néant', 'vœux_de_mariage', 'homme_et_femme', 'préparation_au_mariage', 'les_épousailles', 'noces', 'nuptial', 'marier', 'cérémonie_dengagement', 'épouse', 'épousailles', 'mariage_civil', 'le_mariage', 'hymeneals', 'mariages', 'mariés', 'vide', 'noce', 'femme_et_femme', 'cérémonie_de_mariage', 'nuptialité', 'couple_marié', 'secondes_noces', 'hyménée', 'union', 'marriage', 'époux', 'union_conjugale', 'préparation_au_mariage_catholique', '⚭', 'matrimonialité', 'lhomme_et_la_femme', 'couples_mariés', 'matrimoniale', 'nullité', 'liturgie_du_mariage', 'marriage_records']
material	matériau	Match	['matérialisme', 'leæther_strip', 'imposant', 'corporel', 'materialisme', 'philosophie_matérialiste', 'textiles', 'matériel', 'materiau', 'matérialisme_occidental', 'matériaux', 'ontologie_physique', 'leaether_strip', 'matérialiste', 'majeur', 'matérialisme_athée', 'considérable', 'matière', 'tissus', 'toile', 'vocabulaire_du_jeu_déchecs', 'design_contexturel', 'tissu', 'tenue', 'matérialistes', 'leather_strip', 'lexique_du_jeu_déchecs', 'linge', 'physicalisme', 'étoffes', 'draperie', 'matériau', 'chiffon', 'textile', 'material_design', 'étoffe', 'material']
mathematical	mathématique	Match	['mathématisation', 'objet_mathématique', 'maths', 'mathématiques', 'problème_mathématique', 'numérique', 'mathématiquement', 'mathématique', 'math', 'sciences_mathématiques']
mechanism	mécanisme	Match	['mécanisme_chimique', 'machinerie', 'système', 'mécanisme', 'mecanisme', 'appareil', 'dispositif', 'machine', 'mécanique', 'mouvement', 'mécanisme_réactionnel', 'biens_déquipement', 'mécanisme_de_réaction', 'mach', 'machines', 'mechanism', 'déplacement', 'machinery']
medication	médicamenteux	Match	['médicaments', 'remède', 'médicamenteux', 'rescue', 'medication', 'pharmaceutique', 'médicament_blockbuster', 'médication', 'médicamenteuse', 'medicament', 'médicamenteuses', 'familles_de_médicaments', 'substance_médicamenteuse', 'version_20', 'substances_médicamenteuses', 'circuit_du_médicament', 'produit_pharmaceutique', 'pharmaceutiques', 'médoc', 'drogue_médicinale', 'médicament']
money	rembourser	Incorrect	['history', 'peace', 'pornograffitti', 'all_i_need', 'the_sound_of_girls_aloud__the_greatest_hits', 'the_sound_of_girls_aloud_the_greatest_hits', 'largent', 'monétaire', 'argent', 'money', 'meteorite', 'monnaie', 'money_ep', 'the_art_of_letting_go', '2_bad', 'straight_up', 'denier', 'portamento', 'pécuniaire', 'history_past_present_and_future_book_i', 'l’argent', 'me_i_am_mariah_the_elusive_chanteuse']
mountain	montagne	Match	['neige_en_deuil', 'beaucoup', 'tout_à_fait_un_peu', 'montagnes', 'tué', 'tas', 'zone_montagneuse', '241', 'lot', 'passel', 'montagneuse', 'troupeau', 'région_montagneuse', 'muckle', 'habitat_montagneux', 'monture', 'mickle', 'bonne_affaire', 'david_oreilly', 'sahtus', 'montagne', '482', 'sahtu', 'mont', 'coquette_somme', 'la_neige_en_deuil', 'mountain', 'masse', 'lieu_montagneux', 'amas']
movement	mouvement	Match	['trouble_social', 'fèces', 'movement', 'matiere_fecale', 'courant_artistique', 'fiente', 'matières_fécales', 'fécal', 'loba', 'movement_ep', 'mouvement_animal', 'bm', 'effet_phi', 'crotte', 'action_de_groupe', 'she_wolfloba', 'feces', 'selles', 'locomotion', 'detroits_electronic_music_festival', 'she_wolf', 'foule', 'fientes_doiseaux', 'le_mouvement_artistique', 'fécale', 'matière_fécale', 'armée', 'mouvements_sociaux', 'defecation', 'grosse_commission', 'campagne', 'liste_des_mouvements_artistiques', 'phrase', 'phénomène_phi', 'mouvement_uniforme', 'étron', 'merde', 'mouvement_de_translation', 'évolution', 'fæces', 'déféquer', 'fécales', 'motile', 'mouvement_artistique', 'école_philosophique', 'activité_locomotrice', 'fèce', 'défécation', 'faeces', 'motilité', 'faire_caca', 'mouvement_apparent', 'tension_sociale', 'luttes_sociales', 'detroit_electronic_music_festival', 'mouvement_philosophique', 'excrément', 'mouvement_de_lart', 'abattement', 'déplacement', 'excréments', 'locomoteur', 'effort', 'the_pillows', 'ordure', 'selle', 'chier', 'lutte_sociale', 'caca', 'locomotion_animale', 'mouvements_artistiques', 'mouvements', 'mouvement', 'déféqué', 'nettoyage_anal', 'les_matières_fécales', 'movement_electronic_music_festival', 'the_pillow', 'demf', 'mouvement_social', 'the_movement', 'tendance', 'cause', 'tabouret']
movie	film	Match	['a_movie', 'image_animée_spectacle', 'film_majeur', 'motion_picture', 'pellicule', 'image_animée', 'image_en_mouvement', 'vidéo_fullmotion', 'movie', 'film', 'films', 'picture_show', 'kites', 'full_motion_video', 'grand_écran', 'cinématographique_spectacle', 'cinéma']
music	musique	Match	['rock_country', 'musical', 'amateur_de_musique', 'médecine', 'musique_stochastique', 'symboles_musicaux_occidentaux', 'music_in_buffy_the_vampire_slayer_and_angel', 'hard_rockert', 'zique', 'table_des_caracteres_unicodeu1d100', 'robert_harvey', 'musiques', 'the_music', 'friends_of_hell', 'art_musical', 'music', 'dilettante', 'country_rock', 'classification_musicale', 'musique', 'la_musique', 'countryrock', 'disque', 'table_des_caractères_unicodeu1d100', '5ème_art', 'mélomane', 'rockcountry', 'euphonie', 'musique_préhistoirique', 'multiple_signal_classification', 'musique_préhistorique', 'musicalité', 'médicament', 'musique_dans_buffy_contre_les_vampires']
nation	nation	Match	['entité_territoriale_administrative_du_mexique', 'national', 'land_de_lallemagne', 'état', 'liste_des_länder_dallemagne_par_densité_population_et_superficie', 'länder_allemand', 'état_mexicain', 'sesugh_uhaa', 'länder_de_l’allemagne', 'les_romans_du_disquemonde', 'pouvoir_séculier', 'terre', 'états_mexicains', 'état_moderne', 'état_fédéré_de_lallemagne', 'annales_du_disquemonde', 'corps_politique', 'land', 'land_allemand', 'romandes_du_disquemonde', 'pays', 'gouvernementales', 'état_fédéré_dallemagne', 'pouvoirs_publics', 'etat_souverain', 'lander_de_lallemagne', 'peuple', 'nation_étudiant', 'apollo_crews', 'administration_détat', 'länder_allemands', 'carry_nation', 'carry_nation_amelia_moore', 'contrée', 'land_dallemagne', 'états', 'état_souverain', 'carrie_nation', 'état_fédéré_allemand', 'länder_de_lallemagne', 'états_allemands', 'les_annales_du_disquemonde', 'nationes', 'carrie_amelia_moore', 'états_de_lallemagne', 'létat', 'kendrick_lamar', 'gare_de_nation', 'bundesland', 'uhaa_nation', 'res_publica', 'appareil_détat', 'etat', 'métro_nation', 'nation', 'gare_de_la_nation', 'nations', 'nation_universitaire', 'société_politique', 'nations_universitaires', 'théorie_déclarative_de_letat', 'état_indépendant', 'états_fédérés_allemands', 'pouvoir_public', 'état_allemand', 'länder_dallemagne', 'livres_du_disquemonde', 'états_souverains', 'bundesländer']
news	news	Match	['newsworthiness', 'nouvelles', 'actualités', 'news', 'actualite', 'actualité_sportive', 'nouveautés', 'nouvelle', 'émission_de_nouvelles', 'téléjournal', 'presse', 'newsnouvs', 'mot', 'à_jour', 'current_events', 'rapport_de_nouvelles', 'événements_actuels', 'programme_de_nouvelles', 'informations', 'émission_dinformation', 'actualité']
noise	bruit	Match	['réglementation_sur_les_nuisances_sonores', 'bruit_industriel', 'bruits', 'nuisances_sonores', 'parasites', 'interférences', 'la_pollution_sonore', 'interference', 'réglementation_sur_le_bruit', 'retentissement', 'bruits_électriques', 'power_electronics', 'bruitiste', 'fond_diffus_cosmologique', 'noise_music', 'réglementations_sur_les_nuisances_sonores', 'onde_sonore', 'nuisance_sonore', 'résonner', 'bruit_dimage', 'pollution_par_le_bruit', 'elementary_os', 'elementary', 'musique_de_bruit', 'bruitisme', 'dissonance', 'le_bruit', 'cmb', 'harsh_noise', 'pollution_sonore_de_lenvironnement', 'bruit_de_mesure', 'fréquence', 'acoustique', 'bruyant', 'bruit_de_limage', 'nuisance', 'bruit', 'rayonnement_fossile', 'noise', 'rayonnement_diffus_cosmologique', 'interférence', 'propagation_du_son', 'bruit_radioélectrique', 'signal_sonore', 'pollution_de_bruit', 'statique', 'environnement_sonore', 'ingérence', 'stochasticité', 'mika_horiuchi', 'ondes_sonores', 'bruit_aléatoire', 'musique_bruitiste', 'onde_acoustique', 'haphazardness', 'rayonnement_cosmologique', 'vacarme', 'atmosphérique_statique', 'rayonnement_de_fond_cosmique', 'brouhaha', 'ondes_acoustiques', 'bruit_numérique', 'bruit_du_signal', 'rayonnement_de_fond_cosmologique', 'bruit_ambiant', 'bruit_électronique', 'son', 'pollution_acoustique', 'rayonnement_cosmologique_de_fond', 'rayonnement_thermique_cosmologique', 'cbr', 'pollution_sonore', 'fond_cosmique_de_microondes', 'rayonnement_fossile_microonde', 'cmbr', 'sons', 'hasard']
obligation	obligation	Match	['obligation', 'promesse', 'devoir', 'débentures', 'obligations', 'reconnaissance_de_dette', 'débenture', 'régime_général_des_obligations', 'lettre_de_change', 'droit_des_obligations', 'obligation_juridique', 'debenture', 'engagement', 'instrument_demprunt', 'droits', 'droit_des_contrats', 'responsabilité']
pain	douleur	Match	['douleur_neurogène', 'cassecouilles', 'peiner', 'ennui', 'la_somme_de_toutes_les_peurs', 'souffrance', 'douleurs', 'sensation_de_douleur', 'douleur_chronique', 'cassepied', 'douloureux', 'peine', 'hyperalgésie', 'indolore', 'douleurs_chroniques', 'désagrément', 'le_pain', 'games_pain', 'nuisance', 'pain', 'enkikineur', 'king_of_da_ghetto', 'evr', 'douleur_neuropathique', 'mal', 'enquiquineur', 'inconvénient', 'douleur', 'sensation_douloureuse', 'emmerdeur', 'emmerdement', 'forever', 'my_name_is_my_name', 'faire_mal', 'douleur_aiguë', 'embêtement']
personality	égocentrique	Incorrect	['personality', 'caractère', 'problème_de_personnalité', 'personnalité']
philosophy	philosophie	Match	['doctrine_politique', 'philosophique', 'philosophy', 'philosophiques', 'philo', 'école_philosophique', 'définition_de_la_philosophie', 'doctrine', 'philosophie', 'école_de_pensée', 'philosophie_appliquée', 'système_philosophique', 'doctrines', 'école', 'philosophie_générale']
picture	photo	Match	['peintres_j', 'peintres_l', 'voir', 'représentation_humaine', 'image_mentale', 'peintres_v', 'icône', 'montrer', 'transfiguration', 'dessins', 'avatar', 'impression', 'scène', 'image_verbale', 'épreuve_photographique', 'peintres', 'peintres_h', 'photographies', 'dessin', 'peintres_m', 'kiss', 'vidéo', 'peintres_g', 'photos', 'description', 'peintre', 'image_en_mouvement', 'présenter', 'peintres_q', 'peintres_c', 'film', 'cobol', 'peintres_z', 'reproduction', 'peintres_o', 'animagus', 'livres_illustrés', 'peintres_y', 'représentations_humaines', 'matière_picturale', 'défense_contre_les_forces_du_mal', 'motpeinture', 'envisager', 'picture', 'peintres_e', 'peintres_p', 'figuralisme', 'artiste_peintre', 'peintres_b', 'photo', 'illustrations', 'image_animée', 'métamorphose', 'imagé', 'comprendre', 'tableau', 'picturale', 'image', 'prévoir', 'offrir', 'peintres_i', 'picture_show', 'représenter', 'peintres_d', 'peintres_t', 'avatar_informatique', 'occlumancie', 'peintres_r', 'peintres_w', 'peintures', 'images_mentales', 'peinture_dart', 'imagerie_mentale', 'film_majeur', 'motion_picture', 'peintres_s', 'arts_picturaux', 'peinture', 'peintres_x', 'peintres_k', 'peintres_n', 'cadre', 'avatar_du_compte', 'figure', 'imagée', 'diamond_dreamer', 'rendre', 'image_animée_spectacle', 'pellicule', 'fourchelang', 'design', 'peintres_a', 'magie_dans_harry_potter', 'peintres_f', 'cinéma', 'visualiser', 'photographie', 'cobol_74', 'grand_écran', '3ème_art', 'illustré', 'illustration', 'imaginer', 'cinématographique_spectacle', 'painting', 'peintres_u', 'délimitation', 'peinture_classique', 'films', 'caractérisation', 'common_business_oriented_language', 'images']
pig	cochon	Match	['hai', 'sus', 'semer', 'cuivre', 'flic', 'keuf', 'cochons_sauvages', 'shoat', 'laie', 'raymond_watts', 'pudge', 'shote', 'conjoiners', 'zhu_bajie', 'gros_lard', 'tiersan', 'spoons', 'sus_scrofa', 'porc_sauvage', 'personne_négligée', 'rustaude', 'porcin', 'pigging', 'ralouf', 'porc_domestique', 'piston_racleur', 'dévorer', 'bœufs', 'apache_pig', 'taureau', 'brique', 'petit_cochon', 'plouc', 'sus_domesticus', 'viande_de_cochon', 'porc_marron', 'solitaire', 'corbeau', 'pourceau', 'raclage', 'porc', 'verrat', 'sanglier_deurasie', 'cochette', 'lit_porc', 'pourceaux', 'scrofa', 'jauge_dinspection_des_pipelines', 'sanglier', 'ultranaute', 'porcs', 'viande_de_porc', 'pig', 'poulet', 'porcs_sauvages', 'quartanier', 'sangliers', 'cochonne', 'cochon_sauvage', 'cochon_domestique', 'salaud', 'rustaud', 'marcassin', 'sus_scrofa_scrofa', 'vaches', 'glacier_de_lîle_du_pin', 'souillon', 'goret', 'porcelet', 'flemmard', 'pine_island', 'le_sanglier', 'conjoiner', 'glacier_de_pine_island', 'cochonner', 'cochons', 'truie', 'ragot', 'gros_porc', 'cochonnet', 'quartannier', 'humber_pig', 'cognes', 'cochon', 'chiens', 'sus_scrofa_domestica', 'bête_rousse', 'sus_scrofa_domesticus']
plan	plan	Match	['plan_international', 'pilotage_de_programme', 'programme_transversal', 'gestion_des_programmes', 'projeter', 'plans', 'chercher', '中国人民解放军海军', 'plan_international_france', 'programmes_transversaux', 'dessins', 'organiser', 'dessin_de_definition', 'marine_de_la_république_populaire_de_chine', 'intention', 'marine_chinoise', 'projet', 'envisager', 'dessin_de_définition', 'plan_france', 'gestion_de_programme_transverse', 'gestionnaire_de_programme', 'plan_architectural', 'conception', 'management_de_programme', 'concevoir', 'plan', 'management_transversal', 'marine_de_l’armée_populaire_de_libération', 'gestion_de_programme', 'programme_transverse', 'programme', 'planifier', 'forces_navales_chinoises', 'planification_architecturale', 'marine_de_larmée_de_libération_du_peuple', 'programmer', 'combiner']
plant	plantes	Match	['rétablir', 'plonger_dans', 'flore', 'greffer', 'plantae', 'shill', 'mis_en_place', 'usines', 'usiner', 'vie_végétale', 'site', 'constituer', 'chaîne_dassemblage', 'trigun', 'incruster', 'comptoirs_coloniaux', 'établissement_industriel', 'usine_manufacturière', 'coloniecomptoir', 'végétal', 'ouvrier_dusine', 'prêtenom', 'instituer', 'fonder', 'flores', 'comptoir_colonial', 'mettre', 'ligne', 'homme_de_paille', 'atelier', 'fabrique', 'espèce_végétale', 'ligne_de_montage', 'factorij', 'usine', 'la_vie_végétale', 'comptoir_commercial', 'planter', 'ligne_de_production', 'unité_de_fabrication', 'chaine_de_production', 'chaîne_de_production', 'végétale', 'travaux', 'chaînes_de_montage', 'installations_industrielles', 'compère', 'glossaire_du_billard', 'production_en_ligne', 'complexe_industriel', 'insérer', 'enfoncer', 'floristique', 'végétation', 'implant', 'usines_de_fabrication', 'trigun_badlands_rumble', 'factorerie', 'feitoria', 'usine_de_fabrication', 'liste_des_termes_de_catch', 'créer', 'plantes', 'ligne_dassemblage', 'plant', 'fixer', 'implanter', 'plante', 'espèces_végétales', 'établir', 'manufacture', 'colonie_comptoir', 'lancer', 'comptoir', 'chaîne_de_montage', 'reconstituer', 'encastrer']
play	jouer	Match	['google_play_movies', 'manœuvre', 'lanterner', 'causer', 'lecture', 'monter', 'déterminer', 'drame', 'chatoiement', 'jouez', 'google_music', 'conséquence', 'jeu_dramatique', 'samuser', 'sportif', 'jeux_dargent', 'œuvre_dramatique', 'interpréter', 'exécuté', 'texte_dramatique', 'amener', 'parier', 'agir', 'días_que_no_vuelven', 'sport', 'apporter', 'maniement_dépée', 'présenter', 'pari', 'paris', 'gambling', 'jeu_dargent', 'catch', 'courir', 'google_play_store', 'escrime', 'folâtrer', 'joueur', 'gambade', 'find_my_baby', 'jeu_denfant', 'flirter', 'travailler', 'pièce', 'jeu_solitaire', 'répercussion', 'christopher_martin', 'sembler', 'jeu_de_hasard_à_enjeu', 'pièce_théâtre', 'why_does_my_heart_feel_so_bad', 'partie', 'piece_de_theatre', 'fin_de_partie', 'play', 'android_market', 'tour', 'jeux_du_monde', 'occuper', 'représenter', 'jouer_(à)__was_jouer_à__assumed_sumofparts_if_an_idiom', 'honey', 'google_play_newsstand', 'why_does_my_heart_feel_so_bad_', 'violon', 'pièce_de_théâtre', 'batifoler', 'ludique', 'forme_dramatique', 'south_side', 'jouet', 'play_framework', 'jeux', 'procurer', 'rebondir', 'run_on', 'jeu_en_ligne_droite', 'jouant_période', 'joueurs', 'play_store', 'jeu', 'période_de_jeu', 'stageplay', 'servir_de', 'bodyrock', 'google_play_musique', 'rencontrer', 'arts_dramatiques', 'danser', 'voltiger', 'porcelain', 'google_play', 'jeu_descrime', 'google_play_films__tv', 'intervalle_de_tolérance', 'google_play_games', 'fonctionner', 'pièce_de_théatre', 'libre_cours', 'drames', 'gambader', 'jouer', 'pièces_de_théâtre']
pleasure	plaisir	Match	['pleasure', 'sondre_lerche', 'bang_camaro', 'allégresse', 'semisonic', 'plaisir', 'joie', 'délice', 'pleasure_ep', 'agréable', 'fredrik_ball', 'le_plaisir', 'sondre_lerch', 'pearl', 'plaisirs', 'le_plaisir_et_ses_petits_tracas', 'pleasure_p', 'bonheur']
poor	pauvres	Match	['navrant', 'zavallılar', 'les_pauvres', 'paupérisme', 'minable', 'pauvrete', 'court', 'infortuné', 'appauvrissement', 'pauvreté_dans_le_monde', 'indigents', 'pathétique', 'pitoyable', 'médiocre', 'pauvre', 'pauvreté_relative', 'pauvreté_urbaine', 'taux_de_pauvreté', 'insuffisant', 'vœu_de_pauvreté', 'pauvres', 'pauperisme', 'pauvreté', 'faible_revenu', 'piteux', 'pauvreté_volontaire', 'miteux', 'pauvreté_mondiale', 'henry_varnum_poor', 'misérable', 'lutte_contre_la_pauvreté', 'malheureux', 'inadéquat']
prison	prison	Match	['tôle', 'milieu_carcéral', 'geôle', 'incarcérer', 'violon', 'tom_robinson', 'sécurité_minimale', 'trou', 'système_carcéral', 'taule', 'pénitencier', 'la_prison', 'the_tom_robinson_band', 'exigu', 'prison_comté', 'gnouf', 'prisons', 'cabane', 'établissement_pénitentiaire', 'placard', 'incarcéré', 'établissement_correctionnel', 'pénitentiaire', 'sécurité_moyenne', 'prison', 'contexte_carcéral', 'établissements_pénitentiaires']
professional	professionnel	Match	['live_for', 'personne_professionnelle', 'professionalisme', 'young_steff', 'professionnelle', 'spécialiste', 'profession', 'professionnalisme', 'kiss_land', 'football_professionnel', 'expert', 'professionnels', 'professions_libérales', 'sport_professionnel', 'professionnelles', 'athlète_professionnel', 'sportif_professionnel', 'savant', 'activité_libérale', 'milieu_professionnel', 'professionnel', 'athlètes_professionnels', 'expert_en_techniques_du_bâtiment', 'maître', 'experts', 'profession_liberale']
protection	protection	Match	['securite', 'protection', 'patronage', 'refuge', 'capot_de_protection', 'hommage', 'sûreté', 'bouclier', 'organe_de_sécurité', 'down_where_the_spirit_meets_the_bone', 'abri', 'tribut', 'égide', 'protection_commerciale', 'firme_de_sécurité_privée', 'point_dassurage', 'sécurité', 'auspices', 'défense']
quality	qualité	Match	['premier', 'qualité', 'excellent', 'timbres', 'caractère', 'timbre', 'choix', 'qualimétrie', 'qualite', 'sélectionner', 'spécificité', 'propriété', 'timbre_de_la_voix', 'échange', 'ton', 'teinte', 'demarche_qualite', 'de_qualité', 'calibre', 'démarche_qualité', 'quality']
reaction	réaction	Match	['chimiquement', 'réponse', 'reaction', 'changement_chimique', 'réaction', 'reaction_chimique', 'énergie_chimique', 'réactions_chimiques', 'réaction_chimique']
read	lire	Match	['prononcer', 'passing', 'lire', 'indiquer', 'robert_william_read', 'de_force', 'être_debout', 'lecture', 'lis', 'entendre', 'prendre', 'penser', 'assumer', 'lectures', 'tenir', 'dire', 'katherine_read', 'admettre', 'apprendre', 'lecture_privée', 'relire', 'lecteur', 'lectrice', 'liser', 'évoquer', 'david_charles_read', 'étudier', 'read', 'traduire', 'comprendre', 'lisez']
